video_id,frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_bicycle,type_bus,type_car,type_motorcycle,type_person,type_train,type_truck
7,0,-1,0.3619098641739314,0.5498915948039472,0.0,0.1147452663641542,0.0934608295387924,0.1147452663641542,0,False,False,True,False,False,False,False
7,0,-1,0.0397420445421515,0.4381515000656985,0.0,0.4618584735465198,0.1330765714954964,0.4618584735465198,0,False,True,False,False,False,False,False
7,0,-1,0.440268418592899,0.4951874013233709,0.0,0.0309398559421984,0.029788962055671,0.0309398559421984,0,False,False,True,False,False,False,False
7,0,-1,0.4951860541113917,0.4635702052517307,0.0,0.0035947522863189,0.0216740967713727,0.0035947522863189,0,False,False,True,False,False,False,False
7,0,-1,0.4581864207389335,0.4640069888266998,0.0,0.0,0.0181772460786429,0.0,0,False,False,True,False,False,False,False
7,0,-1,0.3216552514815659,0.4685873177952974,0.0,0.0035575108311061,0.0183406355451156,0.0035575108311061,0,False,False,True,False,False,False,False
7,0,-1,0.2604021820426925,0.4718693826764396,0.0,0.0113159886907338,0.0315925683911361,0.0113159886907338,0,False,False,True,False,False,False,False
7,0,-1,0.2617564755323826,0.4884586182664627,0.0,0.037538732451972,0.03944480535889,0.037538732451972,0,False,False,True,False,False,False,False
7,0,-1,0.2255939780820106,0.4960485923355592,0.0,0.0338591457964302,0.0412692156977645,0.0338591457964302,0,False,False,True,False,False,False,False
7,0,-1,0.1971958827528383,0.4863257248191825,0.0,0.0329368546140586,0.0277712108076185,0.0329368546140586,0,False,False,True,False,False,False,False
7,0,-1,0.197938062953912,0.4758821463103385,0.0,0.0186498782662496,0.0248773205897715,0.0186498782662496,0,False,False,True,False,False,False,False
7,0,-1,0.4530771121828286,0.4732058608032626,0.0,0.0072482818214403,0.0206421944940002,0.0072482818214403,0,False,False,True,False,False,False,False
7,0,-1,0.2455752578832609,0.4838691700384705,0.0,0.026007980736768,0.0704156047174549,0.026007980736768,0,False,False,True,False,False,False,False
7,0,-1,0.2142658473201421,0.4885227425825228,0.0,0.0329495262274138,0.0657073406600041,0.0329495262274138,0,False,False,True,False,False,False,False
7,0,-1,0.6033976003248023,0.4987015730686267,0.0,0.0071626740673647,0.0207638178985475,0.0071626740673647,0,False,False,True,False,False,False,False
7,0,-1,0.3273875586140777,0.4678700808064088,0.0,0.0054244023742914,0.0279154558493014,0.0054244023742914,0,False,False,True,False,False,False,False
7,1,576,0.3619957679187812,0.549542023193823,0.0,0.1202044710568155,0.0977557004648677,0.1202044710568155,0,False,False,True,False,False,False,False
7,2,576,0.3610207407721114,0.547110944439356,0.0,0.1187456292601235,0.096815825773327,0.1187456292601235,0,False,False,True,False,False,False,False
7,2,578,0.4399268333513735,0.4903241581883186,0.0,0.0334635891898645,0.0288761147873631,0.0334635891898645,0,False,False,True,False,False,False,False
7,3,576,0.3595702311596646,0.5460471755934746,0.0,0.1236605494899378,0.1009447783512236,0.1236605494899378,0,False,False,True,False,False,False,False
7,3,578,0.4398561526405767,0.4873631491379241,0.0,0.0359707244087695,0.0307520313341087,0.0359707244087695,0,False,False,True,False,False,False,False
7,4,576,0.3560034251744775,0.5456059047638829,0.0,0.1267998375891809,0.1038198007407173,0.1267998375891809,0,False,False,True,False,False,False,False
7,4,578,0.4409780411437238,0.4867698182766821,0.0,0.03698249026948,0.0315745896227576,0.03698249026948,0,False,False,True,False,False,False,False
7,5,576,0.3541508310367848,0.5505006310563688,0.0,0.1296649310125838,0.1066141359982794,0.1296649310125838,0,False,False,True,False,False,False,False
7,5,578,0.4420513141510241,0.4879812322746657,0.0,0.0401565211959504,0.0339816898690904,0.0401565211959504,0,False,False,True,False,False,False,False
7,6,576,0.3525696652331431,0.555276734601651,0.0,0.1331597381794818,0.110140187371958,0.1331597381794818,0,False,False,True,False,False,False,False
7,6,578,0.4410861083166465,0.4903164864304152,0.0,0.0407081230693265,0.0347904183359097,0.0407081230693265,0,False,False,True,False,False,False,False
7,7,576,0.3499364077190449,0.5539073258159032,0.0,0.1376949264466386,0.1148181443627137,0.1376949264466386,0,False,False,True,False,False,False,False
7,7,578,0.4421001260731168,0.4886242124370558,0.0,0.0442430867574204,0.0375616775479046,0.0442430867574204,0,False,False,True,False,False,False,False
7,8,576,0.3469775737024575,0.554131833297188,0.0,0.1468957075653398,0.1228734228718146,0.1468957075653398,0,False,False,True,False,False,False,False
7,8,578,0.4417905583096641,0.4877932018309591,0.0,0.045267762196056,0.0386656924676744,0.045267762196056,0,False,False,True,False,False,False,False
7,9,576,0.3426867405750836,0.552619700864408,0.0,0.1519473979317904,0.1277310885188019,0.1519473979317904,0,False,False,True,False,False,False,False
7,9,578,0.4417809661613253,0.4865199795193013,0.0,0.0488240832043119,0.0415268455215619,0.0488240832043119,0,False,False,True,False,False,False,False
