video_id,frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_bus,type_car,type_truck
11,0,1005,0.4420585225812182,0.1844014511886333,0.0,0.1467505690234373,0.2358126708641828,0.1467505690234373,0,False,True,False
11,1,1012,0.5885165136739361,0.1457750849137937,0.0,0.0801055622717007,0.1364529068326621,0.0801055622717007,0,False,True,False
11,1,1013,0.373705502360486,0.1408193752142961,0.0,0.0376161447070905,0.0588640957060254,0.0376161447070905,0,False,True,False
11,1,1014,0.5459206439160373,0.1163790454915556,0.0,0.0381034234591022,0.045391110739692,0.0381034234591022,0,False,True,False
11,1,1005,0.4482623822037364,0.1845227471078503,0.0,0.144641431340427,0.2282441660629904,0.144641431340427,0,False,True,False
11,2,1012,0.5886598643984791,0.144479532776631,0.0,0.0815567904387977,0.138597707430435,0.0815567904387977,0,False,True,False
11,2,1013,0.3729917382995893,0.1390806673722755,0.0,0.040339511539798,0.0624769156093131,0.040339511539798,0,False,True,False
11,2,1014,0.5460404240457486,0.1144917767484767,0.0,0.0395458462190413,0.0470821258004934,0.0395458462190413,0,False,True,False
11,2,1005,0.4501872647007541,0.1862497509576659,0.0,0.144133837751429,0.2236146587161823,0.144133837751429,0,False,True,False
11,3,1012,0.5899289704510258,0.1422029732928198,0.0,0.0848792716278133,0.1434532415427957,0.0848792716278133,0,False,True,False
11,3,1013,0.3713261076385988,0.1377397622653184,0.0,0.0425150711130228,0.0653031161816544,0.0425150711130228,0,False,True,False
11,3,1014,0.5463200098435647,0.1111227559922447,0.0,0.0395084059051417,0.0468123658868165,0.0395084059051417,0,False,True,False
11,3,1005,0.4507554296889635,0.1988282175804072,0.0,0.1282606006702093,0.2021965298396465,0.1282606006702093,0,False,True,False
11,4,1012,0.5892514023245405,0.1436305943420244,0.0,0.0802178832133995,0.1365184343879372,0.0802178832133995,0,False,True,False
11,4,1013,0.37202608512516,0.1342614155818973,0.0,0.0391693630626065,0.0606500824218291,0.0391693630626065,0,False,True,False
11,4,1014,0.545714388857698,0.1122692152287025,0.0,0.0331312804393218,0.0393238941900296,0.0331312804393218,0,False,True,False
11,4,1005,0.4495641510721821,0.184431243168792,0.0,0.1452166254961881,0.2232213490507092,0.1452166254961881,0,False,True,False
11,5,1012,0.5895850473063105,0.1522799775815349,0.0,0.08487053555457,0.1432390501506628,0.08487053555457,0,False,True,False
11,5,1013,0.3730237093160592,0.1435311104082803,0.0,0.0435021780555941,0.0663708256313197,0.0435021780555941,0,False,True,False
11,5,1014,0.5465038308347057,0.1195477683811863,0.0,0.037482468919686,0.0445389638534705,0.037482468919686,0,False,True,False
11,5,1005,0.4498205121748809,0.1906505850267104,0.0,0.1570266871784119,0.2356277070710438,0.1570266871784119,0,False,True,False
11,6,1012,0.5889177573427707,0.1478303325449985,0.0,0.0848354525937678,0.1428597408659423,0.0848354525937678,0,False,True,False
11,6,1013,0.3735668954034564,0.138716513614802,0.0,0.0462496037566778,0.0697725573196516,0.0462496037566778,0,False,True,False
11,6,1014,0.5460946808866821,0.1169260741272346,0.0,0.0376723051779399,0.0448133424494575,0.0376723051779399,0,False,True,False
11,6,1005,0.449144821789703,0.1884326785038361,0.0,0.1597094936710615,0.2355344674219077,0.1597094936710615,0,False,True,False
11,6,1016,0.0865106767459661,0.1760098217774586,0.0,0.0348060411471823,0.1272468806935182,0.0348060411471823,0,False,True,False
