video_id,frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_bicycle,type_bus,type_car,type_motorcycle,type_person,type_truck
8,0,-1,0.9500823552906849,0.2304832940414889,0.0,0.0893918580654986,0.3128095736066144,0.0893918580654986,0,False,False,True,False,False,False
8,0,-1,0.353831534638976,0.057913443664066,0.0,0.1178390391679353,0.3526842054266971,0.1178390391679353,0,False,True,False,False,False,False
8,0,-1,0.6908097580426144,0.1964512086923908,0.0,0.0524851438159099,0.1426510359743219,0.0524851438159099,0,False,False,True,False,False,False
8,0,-1,0.0568066489009902,0.1646332636340783,0.0,0.0630655518397287,0.3286405946504154,0.0630655518397287,0,False,False,True,False,False,False
8,0,-1,0.2245387313193838,0.1306985586486742,0.0,0.0727809025001153,0.0206923765483386,0.0727809025001153,0,False,False,False,False,True,False
8,0,-1,0.1884502610203176,0.1598262622820765,0.0,0.0392415110760086,0.0090477751565972,0.0392415110760086,0,False,False,False,False,True,False
8,0,-1,0.4411806082332139,0.3453858518351669,0.0,0.0495485250727571,0.2987024905454258,0.0495485250727571,0,False,False,True,False,False,False
8,0,-1,0.769477315341934,0.1833853421125477,0.0,0.0592778807662765,0.0072521967796462,0.0592778807662765,0,False,False,False,False,True,False
8,0,-1,0.792453148764961,0.2607851365859768,0.0,0.0,0.0096551370982276,0.0,0,False,False,False,False,True,False
8,0,-1,0.8086448638423531,0.2541930608390355,0.0,0.0090229891632604,0.004817728663136,0.0090229891632604,0,False,False,False,False,True,False
8,0,-1,0.8468423156225438,0.2630410859774541,0.0,0.0058374358875226,0.0138573708527516,0.0058374358875226,0,False,False,False,False,True,False
8,0,-1,0.3501413171475758,0.0602099827241311,0.0,0.1169374405032659,0.3355189259664047,0.1169374405032659,0,False,False,False,False,False,True
8,0,-1,0.3353665427465285,0.0509219168009349,0.0,0.1052183345214598,0.2413756160596979,0.1052183345214598,0,False,True,False,False,False,False
8,0,-1,0.770601410243428,0.1369666138652565,0.0,0.0277642877967242,0.0059912856764896,0.0277642877967242,0,False,False,False,False,True,False
8,0,-1,0.7686847625214863,0.2116252991746012,0.0,0.0352417919656872,0.0107523847917533,0.0352417919656872,0,False,False,False,False,True,False
8,0,-1,0.2199018972393108,0.1433975503699496,0.0,0.0646091629211422,0.0262411685768261,0.0646091629211422,0,False,False,False,False,True,False
8,0,-1,0.2174712281178281,0.1396599909727183,0.0,0.0605129866107938,0.010329922340206,0.0605129866107938,0,False,False,False,False,True,False
8,1,695,0.9504260309592668,0.231098236230826,0.0,0.0888372784788403,0.3115327981974936,0.0888372784788403,0,False,False,True,False,False,False
8,1,696,0.3535949952689872,0.0575078953873586,0.0,0.1179409208526264,0.3528764848312635,0.1179409208526264,0,False,True,False,False,False,False
8,1,697,0.6910630548807944,0.1950431130220193,0.0,0.0515354644917179,0.1411503529557059,0.0515354644917179,0,False,False,True,False,False,False
8,2,695,0.9506847715150982,0.2313494392441473,0.0,0.0884558878934575,0.3106271270595357,0.0884558878934575,0,False,False,True,False,False,False
8,2,696,0.3532183949466593,0.0580451423312442,0.0,0.1184841583349869,0.3539451165298537,0.1184841583349869,0,False,True,False,False,False,False
8,2,697,0.6912972003267559,0.1950891030327799,0.0,0.0515457216990827,0.1410605890979083,0.0515457216990827,0,False,False,True,False,False,False
8,3,695,0.9504359345901744,0.2321316178362502,0.0,0.0876556284650128,0.3088816517754719,0.0876556284650128,0,False,False,True,False,False,False
8,3,696,0.3534590335016264,0.0588057195546565,0.0,0.118778954419732,0.3545313930015316,0.118778954419732,0,False,True,False,False,False,False
8,3,697,0.6912283340191202,0.1955030131296256,0.0,0.0508375798829337,0.1398836182465624,0.0508375798829337,0,False,False,True,False,False,False
8,4,695,0.9502970869965888,0.2318103845792707,0.0,0.0878333543080073,0.309357380140399,0.0878333543080073,0,False,False,True,False,False,False
8,4,696,0.3534172874018072,0.0584825700472286,0.0,0.118574106153417,0.3540055615437174,0.118574106153417,0,False,True,False,False,False,False
8,4,697,0.6913745273521869,0.1966304652116055,0.0,0.0525178879778823,0.1421172723635255,0.0525178879778823,0,False,False,True,False,False,False
8,5,695,0.9502278271671952,0.2320709946402475,0.0,0.0882445302455457,0.3103409671101811,0.0882445302455457,0,False,False,True,False,False,False
8,5,696,0.353176845607719,0.0582235278275278,0.0,0.118288433065607,0.353235439855454,0.118288433065607,0,False,True,False,False,False,False
8,5,697,0.6914513296819407,0.1963029605895223,0.0,0.0525491527349462,0.1418421571841459,0.0525491527349462,0,False,False,True,False,False,False
8,6,695,0.9503701508696424,0.232752134572346,0.0,0.0883215579277758,0.3105050321478111,0.0883215579277758,0,False,False,True,False,False,False
8,6,696,0.3530956817451484,0.0588808017313149,0.0,0.1184126044509178,0.3533323326102355,0.1184126044509178,0,False,True,False,False,False,False
8,6,697,0.6915379044686827,0.195146938955403,0.0,0.0511880015922341,0.1395402263073367,0.0511880015922341,0,False,False,True,False,False,False
8,7,695,0.9502544554728144,0.2322781238932565,0.0,0.0879660076147929,0.3098401369953104,0.0879660076147929,0,False,False,True,False,False,False
8,7,696,0.3530318328399261,0.058388673775259,0.0,0.1182433112159011,0.3529623328160699,0.1182433112159011,0,False,True,False,False,False,False
8,7,697,0.6914651685304275,0.1954970901736941,0.0,0.0517717747690846,0.140062945148158,0.0517717747690846,0,False,False,True,False,False,False
8,8,695,0.9502962999530732,0.2329489857547684,0.0,0.0886623141916748,0.3113609014138812,0.0886623141916748,0,False,False,True,False,False,False
8,8,696,0.3530463275580094,0.0584959838003671,0.0,0.1181108551631034,0.3527261755526024,0.1181108551631034,0,False,True,False,False,False,False
8,8,697,0.6912204635839618,0.1959613453959556,0.0,0.0527397987141407,0.1413047789213577,0.0527397987141407,0,False,False,True,False,False,False
8,9,695,0.9499332105444336,0.2338456167600142,0.0,0.0894140491391244,0.3131250523999029,0.0894140491391244,0,False,False,True,False,False,False
8,9,696,0.3528892139961605,0.058967033001491,0.0,0.1184907170300808,0.3533768129111353,0.1184907170300808,0,False,True,False,False,False,False
8,9,697,0.6913167452407325,0.1960160456360271,0.0,0.051778777285651,0.1395420336333327,0.051778777285651,0,False,False,True,False,False,False
8,10,695,0.9500690411378752,0.2326385531821342,0.0,0.0868733191494566,0.3078707541017514,0.0868733191494566,0,False,False,True,False,False,False
8,10,696,0.3530458028623322,0.0594469666365118,0.0,0.1191331239548004,0.354510407938579,0.1191331239548004,0,False,True,False,False,False,False
8,10,697,0.6913457346768992,0.1967004954552635,0.0,0.0525304136061066,0.1401892571538732,0.0525304136061066,0,False,False,True,False,False,False
8,10,677,0.9656100679885492,0.9030154291259962,0.0,0.3837851501674884,0.2216426283941958,0.3837851501674884,0,False,False,True,False,False,False
8,11,695,0.9500810435514916,0.2316109203280552,0.0,0.0916349317875984,0.316735688111761,0.0916349317875984,0,False,False,True,False,False,False
8,11,696,0.3531580549437784,0.0596115899704845,0.0,0.1190317847185757,0.3540766496995571,0.1190317847185757,0,False,True,False,False,False,False
8,11,697,0.6912825088477936,0.1971511627198006,0.0,0.0530017520099195,0.1404832488492102,0.0530017520099195,0,False,False,True,False,False,False
8,11,677,0.9584569574079064,0.8638788009916423,0.0,0.4414966370167623,0.2654451820454211,0.4414966370167623,0,False,False,True,False,False,False
8,12,695,0.9496787331409796,0.2263140556796183,0.0,0.0892331672323253,0.3119119350286385,0.0892331672323253,0,False,False,True,False,False,False
8,12,696,0.3531840929667607,0.0599572118695339,0.0,0.1197136917543493,0.3552783206728473,0.1197136917543493,0,False,True,False,False,False,False
8,12,697,0.6912320724758204,0.1966231486189844,0.0,0.0524100886735576,0.1393653173137312,0.0524100886735576,0,False,False,True,False,False,False
8,12,677,0.949860540193138,0.802883155583684,0.0,0.5228189330689604,0.3180863630727152,0.5228189330689604,0,False,False,True,False,False,False
8,13,695,0.9510222164225132,0.2281151568964896,0.0,0.0868181866598706,0.3066628578944752,0.0868181866598706,0,False,False,True,False,False,False
8,13,696,0.3532614855791513,0.0597723808035604,0.0,0.1194103151211356,0.3545371162005187,0.1194103151211356,0,False,True,False,False,False,False
8,13,697,0.6913568188730805,0.1965938822485005,0.0,0.0527202705693499,0.1394034719736451,0.0527202705693499,0,False,False,True,False,False,False
8,13,677,0.9414162191378052,0.7960261146611101,0.0,0.5710970438333867,0.3564570988501891,0.5710970438333867,0,False,False,True,False,False,False
8,14,695,0.9574052705098692,0.2412411240585765,0.0,0.1026672486974332,0.2718854878248982,0.1026672486974332,0,False,False,True,False,False,False
8,14,696,0.3528479597985387,0.0593701424139914,0.0,0.1193848200432144,0.3542215370002304,0.1193848200432144,0,False,True,False,False,False,False
8,14,697,0.6916286768208425,0.1965428403047395,0.0,0.0531554128664042,0.1394886171094531,0.0531554128664042,0,False,False,True,False,False,False
8,14,677,0.9280589756957396,0.6095242525011859,0.0,0.4360815219170877,0.32094896663626,0.4360815219170877,0,False,False,True,False,False,False
8,15,696,0.3526174872223178,0.0584296118530194,0.0,0.1184478142877375,0.3521116847139881,0.1184478142877375,0,False,True,False,False,False,False
8,15,697,0.6917138742814319,0.1966860364746079,0.0,0.0534355135290592,0.1393139089298471,0.0534355135290592,0,False,False,True,False,False,False
8,15,677,0.922114829542382,0.5175177518828467,0.0,0.3635015226035316,0.303231950712212,0.3635015226035316,0,False,False,True,False,False,False
8,16,696,0.3526789749969926,0.057883480475237,0.0,0.1179022097575235,0.3509716636385589,0.1179022097575235,0,False,True,False,False,False,False
8,16,697,0.6915234097505993,0.195562765302697,0.0,0.0524046641888935,0.1375760645777659,0.0524046641888935,0,False,False,True,False,False,False
8,16,677,0.9167811012225152,0.4754907212540222,0.0,0.3263099735955812,0.2966767793249938,0.3263099735955812,0,False,False,True,False,False,False
8,17,696,0.3527840453063568,0.0573120894324536,0.0,0.1165513651356732,0.3485952307679177,0.1165513651356732,0,False,True,False,False,False,False
8,17,697,0.691156713059179,0.1962783977428661,0.0,0.0532207039363611,0.1389837707145916,0.0532207039363611,0,False,False,True,False,False,False
8,17,677,0.9147203589502158,0.4511611345387245,0.0,0.3017526411322694,0.2906368966606137,0.3017526411322694,0,False,False,True,False,False,False
8,17,695,0.9643586687983686,0.2346575843363598,0.0,0.0954187564082889,0.2293054898029161,0.0954187564082889,0,False,False,True,False,False,False
8,18,696,0.3528215282537985,0.0570495631210286,0.0,0.1165907173062364,0.3489994693490061,0.1165907173062364,0,False,True,False,False,False,False
8,18,697,0.6914578227909463,0.1969931591601039,0.0,0.0537982636125963,0.1394476510535455,0.0537982636125963,0,False,False,True,False,False,False
8,18,677,0.9130144421296392,0.4382233083297491,0.0,0.285794103131486,0.2875325130416142,0.285794103131486,0,False,False,True,False,False,False
8,18,695,0.9667865012838464,0.2336585210344199,0.0,0.0938447682127565,0.2144384261604413,0.0938447682127565,0,False,False,True,False,False,False
8,19,696,0.3526170937005599,0.0574849003819784,0.0,0.1169491278020422,0.3497659763852777,0.1169491278020422,0,False,True,False,False,False,False
