video_id,frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_bicycle,type_bus,type_car,type_motorcycle,type_person,type_truck
6,0,-1,0.0999165924507936,0.2627285564113544,0.0,0.3509648848675738,0.2084242041818749,0.3509648848675738,0,False,False,True,False,False,False
6,0,-1,0.7332386223566139,0.2643383152419052,0.0,0.1797703225717827,0.0108650033712606,0.1797703225717827,0,False,False,False,False,True,False
6,0,-1,0.3673408069152458,0.1577428810998624,0.0,0.0377260973038315,0.0189381068491244,0.0377260973038315,0,False,False,True,False,False,False
6,0,-1,0.7651161131156414,0.2700833842159689,0.0,0.1831227974982598,0.0148461871889794,0.1831227974982598,0,False,False,False,False,True,False
6,0,-1,0.6946475623516731,0.2608512008143755,0.0,0.167286564850092,0.0131014468724145,0.167286564850092,0,False,False,False,False,True,False
6,0,-1,0.4146595993382564,0.1928873197306559,0.0,0.0902645921134419,0.0288421563943028,0.0902645921134419,0,False,False,True,False,False,False
6,0,-1,0.7925902859876377,0.2647472122171501,0.0,0.1395941242400312,0.0048808624760208,0.1395941242400312,0,False,False,False,False,True,False
6,0,-1,0.5196134636440596,0.9999999999999998,0.0,0.2762051277972913,1.0,0.2762051277972913,0,False,False,True,False,False,False
6,0,-1,0.7753859502302933,0.26992062308834,0.0,0.1634731878822888,0.0058721785482295,0.1634731878822888,0,False,False,False,False,True,False
6,0,-1,0.6584720392314841,0.1895965822062393,0.0,0.1876269852903565,0.0021615265987168,0.1876269852903565,0,False,False,False,False,True,False
6,0,-1,0.7565231607599033,0.261743253342348,0.0,0.1585905181786091,0.0031444323537791,0.1585905181786091,0,False,False,False,False,True,False
6,1,450,0.1162825952478188,0.2628637791918349,0.0,0.3511293636352627,0.2089275967060692,0.3511293636352627,0,False,False,True,False,False,False
6,1,451,0.7330330602698459,0.2658806526018513,0.0,0.1787622123225685,0.0107668329431421,0.1787622123225685,0,False,False,False,False,True,False
6,1,452,0.3673558094947981,0.1592846487009021,0.0,0.0454682574956679,0.0214563460360911,0.0454682574956679,0,False,False,True,False,False,False
