video_id,frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_bus,type_car,type_person,type_truck
10,0,-1,0.4790690342871451,0.4852277424891738,0.0,0.5050731487733513,0.5377051792675086,0.5050731487733513,0,False,True,False,False
10,0,-1,0.3344241873640078,0.2569390711242769,0.0,0.1969381920091771,0.2004907178378857,0.1969381920091771,0,False,True,False,False
10,0,-1,0.0401016745235335,0.3317970004086983,0.0,0.2449819868876739,0.2381071712250993,0.2449819868876739,0,False,True,False,False
10,0,-1,0.7177847117006272,0.1409403436724747,0.0,0.0617246992369294,0.0567333733215574,0.0617246992369294,0,False,True,False,False
10,0,-1,0.7571694520932786,0.2677552615785701,0.0,0.1279748498907306,0.0490073142895573,0.1279748498907306,0,False,False,True,False
10,0,-1,0.765364355393437,0.2628389180149562,0.0,0.1327625478280441,0.0796427490179913,0.1327625478280441,0,False,False,True,False
10,0,-1,0.8131750072935656,0.2789344004219305,0.0,0.0955163395845585,0.0194389461528683,0.0955163395845585,0,False,False,True,False
10,0,-1,0.2243513035355245,0.3256268777945501,0.0,0.0242373287447452,0.0006124602406854,0.0242373287447452,0,False,False,True,False
10,0,-1,0.7964188652480825,0.2479613186639933,0.0,0.0966328185692608,0.0102611453788273,0.0966328185692608,0,False,False,True,False
10,0,-1,0.846474143624848,0.2360237889559522,0.0,0.1463179339737027,0.0175832526661404,0.1463179339737027,0,False,False,True,False
10,0,-1,0.7914265757312076,0.2501082745194278,0.0,0.1003810561012974,0.0070325300026805,0.1003810561012974,0,False,False,True,False
10,0,-1,0.7832617015353138,0.2711037947931569,0.0,0.1243699621731901,0.0061235314849435,0.1243699621731901,0,False,False,True,False
10,0,-1,0.5862323579683284,0.1424362447252831,0.0,0.0265020002468544,0.0451526379644601,0.0265020002468544,0,False,True,False,False
10,0,-1,0.7776857090374992,0.1491713186780701,0.0,0.1355231353415666,0.1524560148275564,0.1355231353415666,0,False,False,False,True
10,0,-1,0.7866736358395029,0.2675499740281921,0.0,0.1237047911538992,0.0,0.1237047911538992,0,False,False,True,False
10,0,-1,0.8106720912665194,0.2059131495239441,0.0,0.1663987570153848,0.0281091299412738,0.1663987570153848,0,False,False,True,False
10,1,874,0.4782117328006807,0.4833217355642969,0.0,0.4993833576557542,0.5318435952819035,0.4993833576557542,0,False,True,False,False
10,1,875,0.3333327373717393,0.2567743718552882,0.0,0.1978515533677477,0.2014463014587348,0.1978515533677477,0,False,True,False,False
10,1,876,0.0377178445031064,0.3343979350183963,0.0,0.240964590911401,0.2282657201430451,0.240964590911401,0,False,True,False,False
10,2,874,0.4772966792623865,0.4802621299134695,0.0,0.4953427283221885,0.5278469147114577,0.4953427283221885,0,False,True,False,False
10,2,875,0.3319071154601962,0.2594515561265547,0.0,0.198811207190724,0.2024710666350102,0.198811207190724,0,False,True,False,False
10,2,876,0.0358738882195267,0.3407234896349729,0.0,0.2404398655369446,0.2202166175167055,0.2404398655369446,0,False,True,False,False
10,3,874,0.4765386406483533,0.479435114353377,0.0,0.4928647165167389,0.5256015662875495,0.4928647165167389,0,False,True,False,False
10,3,875,0.3303148614602813,0.2622852281647949,0.0,0.2000812586671313,0.2039389257518059,0.2000812586671313,0,False,True,False,False
10,3,876,0.0334217628404416,0.3480801742903037,0.0,0.2389546150886135,0.2095127797930743,0.2389546150886135,0,False,True,False,False
10,4,874,0.4759238781527081,0.4808657926187512,0.0,0.4927867105196285,0.5258802201686937,0.4927867105196285,0,False,True,False,False
10,4,875,0.3295164405704147,0.2633096716947649,0.0,0.2029402975321818,0.2069718301487864,0.2029402975321818,0,False,True,False,False
10,4,876,0.0310317748909537,0.3465997577841522,0.0,0.238753588464638,0.1990801798163561,0.238753588464638,0,False,True,False,False
10,5,874,0.4753077908436394,0.4801877571666471,0.0,0.4899621731901578,0.5234985433855632,0.4899621731901578,0,False,True,False,False
10,5,875,0.329139187681296,0.2659524849647401,0.0,0.2058423181082238,0.2099691263922386,0.2058423181082238,0,False,True,False,False
10,5,876,0.0286564764236379,0.342512775924064,0.0,0.2408107860861231,0.1887117012890365,0.2408107860861231,0,False,True,False,False
10,6,874,0.4748125559590878,0.4791962769519093,0.0,0.4862861913993015,0.5203854804835726,0.4862861913993015,0,False,True,False,False
10,6,875,0.3286681674420952,0.2679260608204838,0.0,0.2065085927119862,0.2108189564744137,0.2065085927119862,0,False,True,False,False
10,6,876,0.025765914468834,0.3461324060123212,0.0,0.2389855154538128,0.1760940324054544,0.2389855154538128,0,False,True,False,False
10,7,874,0.4743371442087242,0.4798750162470433,0.0,0.4882872804629246,0.5228294313758058,0.4882872804629246,0,False,True,False,False
10,7,875,0.3278374603584275,0.2690794249320911,0.0,0.2079720038044622,0.2127148095327899,0.2079720038044622,0,False,True,False,False
10,7,876,0.022240083010601,0.3496658153294196,0.0,0.2297943412254143,0.1607033317130284,0.2297943412254143,0,False,True,False,False
10,7,878,0.7689872785021016,0.2650091006903763,0.0,0.1339216600233785,0.0706690659601152,0.1339216600233785,0,False,False,True,False
10,8,874,0.4735310688412998,0.4783049770617558,0.0,0.4864128131965469,0.5211778020591472,0.4864128131965469,0,False,True,False,False
10,8,875,0.3268016279963621,0.2701351894768899,0.0,0.2096001974835369,0.2150506508581458,0.2096001974835369,0,False,True,False,False
10,8,876,0.0193388060138954,0.3532523647952732,0.0,0.2312636187406068,0.1480388903149999,0.2312636187406068,0,False,True,False,False
10,8,878,0.7692012113364071,0.2630280171756469,0.0,0.1322853927526446,0.069680712128801,0.1322853927526446,0,False,False,True,False
10,9,874,0.4726935904890234,0.4755060279463221,0.0,0.4813230235310346,0.5163320945979593,0.4813230235310346,0,False,True,False,False
10,9,875,0.3261180242698612,0.2708434901792782,0.0,0.211295361315008,0.217773041447141,0.211295361315008,0,False,True,False,False
10,9,876,0.0163507138708831,0.3563095069954958,0.0,0.2330887732061307,0.1349954898123734,0.2330887732061307,0,False,True,False,False
10,9,878,0.7707831857654993,0.2620449830772675,0.0,0.1315660880108616,0.0692959298863141,0.1315660880108616,0,False,False,True,False
10,10,874,0.4721946265000206,0.4725063662602051,0.0,0.4762232435218864,0.5117568484652992,0.4762232435218864,0,False,True,False,False
10,10,875,0.3250193614045095,0.2729676884434135,0.0,0.2116988666477895,0.2194978682763908,0.2116988666477895,0,False,True,False,False
10,10,876,0.011448428865964,0.3543415618839909,0.0,0.2125784234714992,0.1135963951269197,0.2125784234714992,0,False,True,False,False
10,10,878,0.7717719381838684,0.2622068669741366,0.0,0.1319963117045297,0.0695811163911131,0.1319963117045297,0,False,False,True,False
