video_id,frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_bicycle,type_bus,type_car,type_motorcycle,type_person,type_train,type_truck
5,0,-1,0.9027290515502272,0.2373375678660214,0.0,0.3522690253582712,0.3312504506394164,0.3522690253582712,0,False,True,False,False,False,False,False
5,0,-1,0.947076427595916,0.6134222650919539,0.0,0.2208411498877305,0.0979703200686938,0.2208411498877305,0,False,False,False,False,True,False,False
5,0,-1,0.7791022814791965,0.3378683888633105,0.0,0.0807743653167065,0.0166405568919973,0.0807743653167065,0,False,False,False,False,True,False,False
5,0,-1,0.5139568649097964,0.2989262662355116,0.0,0.0426170257123446,0.0633801670588595,0.0426170257123446,0,False,False,True,False,False,False,False
5,0,-1,0.6326069290518869,0.2383289389633642,0.0,0.0181933409437033,0.0254246935105739,0.0181933409437033,0,False,False,True,False,False,False,False
5,0,-1,0.6664938835054605,0.2832941493239622,0.0,0.0405811616549177,0.0014610549222933,0.0405811616549177,0,False,False,False,False,True,False,False
5,0,-1,0.6661592687466913,0.269034948911887,0.0,0.0495476700405353,0.0054899351734715,0.0495476700405353,0,False,False,False,False,True,False,False
5,0,-1,0.9429583912271016,0.9513508817518864,0.0,0.1558247954967347,0.1093133238507875,0.1558247954967347,0,False,False,False,True,False,False,False
5,0,-1,0.5846748392889259,0.213228119018136,0.0,0.0100771434853483,0.0199618513250437,0.0100771434853483,0,False,False,True,False,False,False,False
5,0,-1,0.7675772885085145,0.3306510655621926,0.0,0.071289184701773,0.0007626457613675,0.071289184701773,0,False,False,False,False,True,False,False
5,0,-1,0.9441838861861496,0.8495822332004883,0.0,0.2316392849692984,0.1162161364962211,0.2316392849692984,0,False,False,False,True,False,False,False
5,0,-1,0.538197283523845,0.2188410107857048,0.0,0.0157721343402921,0.0206074947070352,0.0157721343402921,0,False,False,True,False,False,False,False
5,0,-1,0.7444829076204613,0.3021101755863624,0.0,0.0336260483656623,0.0,0.0336260483656623,0,False,False,False,False,True,False,False
5,1,182,0.9102704243848448,0.2075261948555604,0.0,0.3336922598631563,0.3079720024558482,0.3336922598631563,0,False,True,False,False,False,False,False
5,1,183,0.9591199665059572,0.6307746480717324,0.0,0.2283200500584958,0.1015628721189119,0.2283200500584958,0,False,False,False,False,True,False,False
5,1,184,0.7830724211059013,0.3490727614937665,0.0,0.0819181294136033,0.0170353716436922,0.0819181294136033,0,False,False,False,False,True,False,False
5,1,185,0.5138375494399351,0.2978353883437494,0.0,0.0519032579811386,0.0752624086977231,0.0519032579811386,0,False,False,True,False,False,False,False
5,2,182,0.9138557213933876,0.2015200510041637,0.0,0.3340236951374362,0.2958850339645562,0.3340236951374362,0,False,True,False,False,False,False,False
5,2,183,0.9685617022994408,0.6570798699141207,0.0,0.2797593858372142,0.1114569472757345,0.2797593858372142,0,False,False,False,False,True,False,False
5,2,184,0.788187561496343,0.3477110895701323,0.0,0.0876876314516469,0.0189387632924972,0.0876876314516469,0,False,False,False,False,True,False,False
5,2,185,0.5121843723594234,0.2980384068500108,0.0,0.0531537323215388,0.0766850090564867,0.0531537323215388,0,False,False,True,False,False,False,False
5,3,182,0.9176806214937702,0.1996422068388894,0.0,0.3367866244405631,0.2829904103932197,0.3367866244405631,0,False,True,False,False,False,False,False
5,3,184,0.7929843544734447,0.3425410492483156,0.0,0.089446199990689,0.0195425654874662,0.089446199990689,0,False,False,False,False,True,False,False
5,3,185,0.5105887466842549,0.290751613635142,0.0,0.053129960813046,0.0763405020505459,0.053129960813046,0,False,False,True,False,False,False,False
5,4,182,0.9206872287519644,0.2016569883729546,0.0,0.3464752577828297,0.2728542462796302,0.3464752577828297,0,False,True,False,False,False,False,False
5,4,184,0.7988994464361288,0.3423790041279917,0.0,0.0901711438181494,0.019932682664639,0.0901711438181494,0,False,False,False,False,True,False,False
5,4,185,0.5091865468753554,0.2871474960255047,0.0,0.050673532854753,0.072889969695182,0.050673532854753,0,False,False,True,False,False,False,False
5,5,182,0.9197389915767658,0.259707958340849,0.0,0.3846820583987501,0.2760510003648813,0.3846820583987501,0,False,True,False,False,False,False,False
5,5,184,0.8048249080213971,0.345265009236726,0.0,0.0941716155285722,0.0211707666660111,0.0941716155285722,0,False,False,False,False,True,False,False
5,5,185,0.5083956039127332,0.2946280656295061,0.0,0.049336748758578,0.070880718750751,0.049336748758578,0,False,False,True,False,False,False,False
5,6,182,0.9265290204450052,0.2703236081102043,0.0,0.3800704729327084,0.2531599382105081,0.3800704729327084,0,False,True,False,False,False,False,False
