video_id,frame_id,object_id,object_type,position_x,position_y,position_z,object_length,object_width,object_height,heading
6,0,-1,car,134.73312377929688,419.6143798828125,0,137.5137939453125,268.9340209960937,137.5137939453125,0
6,0,-1,person,929.5990600585938,420.1317138671875,0,79.7039794921875,28.0687255859375,79.7039794921875,0
6,0,-1,car,470.3702697753906,385.874755859375,0,31.73779296875,37.9114990234375,31.73779296875,0
6,0,-1,person,969.607666015625,421.97802734375,0,80.8360595703125,32.922607421875,80.8360595703125,0
6,0,-1,person,881.1644287109375,419.0110473632813,0,75.4884033203125,30.79541015625,75.4884033203125,0
6,0,-1,car,529.7588500976562,397.1692504882813,0,49.479248046875,49.986572265625,49.479248046875,0
6,0,-1,traffic light,399.5068359375,187.8336944580078,0,69.97140502929688,24.68988037109375,69.97140502929688,0
6,0,-1,person,1004.0897827148438,420.26312255859375,0,66.1370849609375,20.7728271484375,66.1370849609375,0
6,0,-1,car,661.4837036132812,656.553955078125,0,112.2685546875,1234.0277099609375,112.2685546875,0
6,0,-1,person,982.4970703125,421.92572021484375,0,74.20068359375,21.9814453125,74.20068359375,0
6,0,-1,person,835.761474609375,396.1116943359375,0,82.3570556640625,17.4573974609375,82.3570556640625,0
6,0,-1,traffic light,619.4957275390625,347.5459289550781,0,23.96124267578125,18.3935546875,23.96124267578125,0
6,0,-1,person,958.8228759765624,419.2977294921875,0,72.5518798828125,18.65576171875,72.5518798828125,0
6,1,450,car,155.27366638183594,419.6578369140625,0,137.5693359375,269.5477600097656,137.5693359375,0
6,1,451,person,929.341064453125,420.62738037109375,0,79.36355590820312,27.94903564453125,79.36355590820312,0
6,1,452,car,470.38909912109375,386.3702392578125,0,34.352203369140625,40.98175048828125,34.352203369140625,0
6,1,453,person,969.75830078125,421.2479248046875,0,80.11105346679688,32.6324462890625,80.11105346679688,0
6,1,454,person,881.37841796875,418.39892578125,0,77.83139038085938,31.74298095703125,77.83139038085938,0
6,2,450,car,167.57904052734375,420.8362426757813,0,138.03369140625,271.85626220703125,138.03369140625,0
6,2,451,person,929.4725952148438,420.683349609375,0,79.34906005859375,27.941650390625,79.34906005859375,0
6,2,452,car,470.3305358886719,386.3014831542969,0,33.84820556640625,40.29705810546875,33.84820556640625,0
6,2,453,person,969.54638671875,420.99365234375,0,80.19900512695312,32.66827392578125,80.19900512695312,0
6,2,454,person,881.5401611328125,418.1177368164063,0,79.27688598632812,32.30841064453125,79.27688598632812,0
6,2,455,traffic light,400.3860473632813,187.5771484375,0,70.32460021972656,24.989501953125,70.32460021972656,0
6,3,450,car,180.691650390625,420.8991088867188,0,137.26092529296875,273.08807373046875,137.26092529296875,0
6,3,451,person,929.598876953125,420.8423156738281,0,79.6719970703125,28.04278564453125,79.6719970703125,0
6,3,452,car,470.26373291015625,386.6047973632813,0,34.266204833984375,40.66183471679688,34.266204833984375,0
6,3,453,person,969.6533203125,420.4964599609375,0,80.47702026367188,32.77642822265625,80.47702026367188,0
6,3,454,person,881.63623046875,418.107666015625,0,80.05654907226562,32.58258056640625,80.05654907226562,0
6,3,455,traffic light,400.4434814453125,187.7080993652344,0,70.03340148925781,24.886138916015625,70.03340148925781,0
6,4,450,car,194.26060485839844,420.7287902832031,0,138.52166748046875,279.8724060058594,138.52166748046875,0
6,4,451,person,929.662841796875,420.9044799804688,0,79.98709106445312,28.13812255859375,79.98709106445312,0
6,4,452,car,470.2728271484375,387.16595458984375,0,35.008941650390625,41.361846923828125,35.008941650390625,0
6,4,453,person,970.26171875,420.8119812011719,0,80.22906494140625,32.73052978515625,80.22906494140625,0
6,4,454,person,881.8594360351562,418.2473754882813,0,81.42755126953125,33.0780029296875,81.42755126953125,0
6,4,455,traffic light,400.4269409179688,187.81298828125,0,69.71522521972656,24.778472900390625,69.71522521972656,0
6,5,450,car,212.2206573486328,421.8211059570313,0,138.03067016601562,284.3185729980469,138.03067016601562,0
6,5,451,person,929.8017578125,420.76263427734375,0,80.0780029296875,28.1395263671875,80.0780029296875,0
6,5,452,car,470.6310119628906,385.9005737304688,0,32.377288818359375,38.26068115234375,32.377288818359375,0
6,5,453,person,970.7260131835938,420.7208251953125,0,80.61102294921875,32.97265625,80.61102294921875,0
6,5,454,person,881.966796875,418.45306396484375,0,81.75042724609375,33.14178466796875,81.75042724609375,0
6,5,455,traffic light,399.7171630859375,190.76466369628903,0,64.53439331054688,22.9990234375,64.53439331054688,0
6,6,450,car,234.9590606689453,421.3796691894531,0,137.36224365234375,288.7132263183594,137.36224365234375,0
6,6,451,person,929.9989013671876,421.1036987304688,0,79.96463012695312,28.051025390625,79.96463012695312,0
6,6,452,car,470.5835266113281,385.393310546875,0,30.58456420898437,36.20928955078125,30.58456420898437,0
6,6,453,person,971.0410766601562,420.6882934570313,0,80.74026489257812,33.083740234375,80.74026489257812,0
